nome_filme,autor_comentario,nota_comentario,conteudo_comentario
Gravidade,Anthony,5.0,"O filme começa com a imagem de tirar o fôlego da Terra, já mostrando o quão belo será o filme e então surge os personagens. Ah, sem esquecer do som incrivelmente alto e insurdecedor quando surge ao aparecer o título do filme.Realmente o filme possui uma qualidade de som que eu nunca vi. Mas o destaque está na atuação de Sandra Bullock. Ela consegue ser muito expressiva do começo ao fim.Mas falando em efeitos especiais esse filme é incrível, belíssimo. O realismo conquistado é muito bom. O 3D desse filme é excepicional na questão de profundidade e no pop-up também.Esse filme é muito bem feito e merece várias estatuetas do Oscar."
Gravidade,Rodrigo O.,5.0,"Impressionante realidade das cenas, a história realmente me prendeu do início ao fim, diálogo realista e detalhes impressionantes. Sandra Bulock atuando perfeitamente bem e Cloney da mesma forma. Com certeza um dos melhores filmes do ano."
Gravidade,Thomas Jefferson,5.0,"Fisicamente, frustrado atentamente. Descompreendo os neros fatos equivocados pelos críticos tolos, e tudo é uma questão de opinião. Gravidade não é um simples filme, encorajador ou sufocante, mas, um filme esplendido, triunfante, contendo apenas simples elementos, que só uma pessoa atenta o bastante tem a oportunidade de enxergar. Claro, Alfonso Cuarón fez um filme com que todos pudessem gozar, fica boquiaberto diante de uma magnifica obra de Arte, um obra cinematográfica, altissimamente deslumbrante, apresentada ao nossos olhos. Um visual incrível. Com que todos terem que respirar, ficar sufocados com o percurso agoniante que Ryan Stone (Sandra Bullock) tem de enfrenta pra sobreviver. Fazendo com que cada minuto que passa, nosso Oxigênio vá acabando, tornando nossa respiração limitada. Mas, claro, a trilha sonora é encorajadora o bastante pra fazer todos respirarem lentamente como os últimos minutos do filme. Sendo assim, todo nem sempre é perfeito, contendo defeitos, Gravidade tem uma conversão em 3D medíocre, mas, o espetáculo diante de nossos olhos faz o 3D ser apenas um destroço, perdido no espaço. Digino de vários Oscar, o filme tem os elementos que todo filme deveria ter."
Gravidade,Phelipe V.,5.0,"Primeiro de tudo, Gravidade está bem além de ser um simples filme. Está mais pra um acontecimento. Não só pelo grande hype em torno de tudo o que veio da nova produção de Alfonso Cuarón nos últimos dois anos, e que se intensificou nos últimos meses, como a forma com que ele foi feito. Certa vez, James Cameron disse que o que Cuarón tinha em mente estava muito à frente do que a tecnologia atual poderia conceber. É muito cedo pra dizer, com certeza, se ele estava correto nessa afirmação, mas o que o diretor de Filhos da Esperança fez aqui, tecnicamente, é algo quase infilmável. E é inacreditável que o resultado tenha saído tão bom.Dos efeitos especiais até à edição de som (incrível), passando pela montagem e a trilha-sonora, o filme triunfa ao confrontar os seus personagens com situações de perigo iminente. E é a vida que está em risco. Genial, entretanto, é a direção de Alfonso Cuarón. O cara, que faz os melhores planos-sequência da atualidade, simplesmente se superou aqui. A sequência inicial, de longos e longos minutos ininterruptos, até o momento em que o corte explícito é finalmente feito, é um desbunde visual. E esse aspecto técnico talvez seja o que mantém a imersão no Universo - literal - de Gravidade, tão constante.O filme é do diretor, definitivamente, mas é incrível como uma atriz que sempre foi mediana - inclusive em na atuação que lhe concedeu um dos Oscars mais absurdos dos últimos anos - dá tudo de si e entrega uma atuação GRANDE. Sandra Bullock atinge todos os níveis interpretativos exigidos para que Ryan Stone conseguisse segurar o filme praticamente sozinha. Há uma cena em específico, no grande ápice dramático do roteiro, em que Bullock eleva-se pela primeira vez ao status de uma grande atriz. E então, finalmente, se torna uma atriz possivelmente Oscarizável. É, sem dúvidas, a atuação de sua vida.[podem haver spoilers]Durante boa parte do filme, existe um certo rigor em rechear o filme de ações, e reações, cenas em que a protagonista é colocada no limite da vida e tem que lutar com o que tem em mãos, e assim, poder surpreender quem está assistindo. Isso, durante os dois primeiros atos do filme, compromete a jornada da personagem, mas, por outro lado, eleva a experiência cinematográfica. De qualquer forma, é no terceiro ato que o filme justifica o que veio antes, e o conflito existencial da personagem é colocado em cheque, finalmente. A cena em que Ryan imagina Matt, e consegue pensar em uma saída pra situação limite que estava vivendo, pode parecer preguiçosa pra alguns, mas me surpreendeu positivamente no sentido do desenvolvimento narrativo da mulher. Afinal, ela estava sozinha ali, no espaço, vagando sem rumo e só com a própria mente para se apoiar. E, dessa forma, não é nada forçada a forma com que Alfonso e Jonas Cuarón introduziram a ""fala consigo mesma"" e o ""pensar em voz alta"" dentro dessa história. E é o que torna esse momento de epifania da personagem (a cena do contato com os cães/bebês, a memória da filha morta, a aceitação da morte) um momento tão bonito. E até o humor do filme é legal, nesse sentido. A cena em que Ryan explica a origem de seu nome é divertida e arranca sorrisos facilmente da plateia, por exemplo.Apesar das associações de Gravidade com 2001: Uma Odisseia no Espaço que pipocaram por aí desde que o filme foi visto pela primeira vez, não teria como discordar mais. O filme de Cuarón é sobre a vida, sobre viver (ou sobreviver), mas não chega nem perto da complexidade existencial da obra-prima de 1968. Não diminui em nada, pois são filmes diferentes, com propostas diferentes. O que é impossível deixar de notar são as referências visuais e/ou textuais ""Kubrickianas"" que o diretor, como todo bom criador de sci-fi pós-2001, faz questão de incorporar. As mais óbvias talvez sejam: a) a caneta que está flutuando em torno da personagem de Bullock durante várias cenas do longa, b) a belíssima cena final com a astronauta tendo que ""reaprender a andar"", numa metáfora muito legal sobre o descontrole sobre os próprios movimentos que o ser-humano tem no espaço e c) a relação homem x máquina, quando a segunda está fora de controle.A inesperada virada final de Gravidade, com Ryan conseguindo surpreendentemente pousar na Terra é tão gratificante quanto controversa, e vai ser o que muitos vão implicar no filme. Não esperava que isso fosse ser mostrado pelo longa de forma alguma, mas foi uma cena bem bonita. Com uma trilha-sonora pontual, a câmera faz questão de enfocar a personagem de baixo pra cima, dando uma nítida impressão apoteótica sobre a coisa toda. O fato é que o que filme tem grandes momentos de desenvolvimento da personagem, mas não chega a estudá-la propriamente dito, pois sempre tenta não fugir muito de seu lado blockbuster. Mas quer saber? Isso não importa. De tudo isso, o que sobra é o gosto desse espetáculo visual tão imenso e tão maravilhoso que talvez não redefina o Cinema, mas que vai marcar pra sempre como uma das grandes experiências cinematográficas possíveis de serem sentidas no Cinema atual. E Cuarón não precisa do Oscar (e outros prêmios) pra mostrar o quão foda é. O Oscar, pelo contrário, deveria é agradecer por ter a chance de premiar um diretor que concebeu uma obra como essa. Que seja feita a justiça."
Gravidade,Marcos A.,5.0,"O melhor filme deste ano (até agora) e o melhor final de um filme de ficção científica dos últimos anos. Quem puder assistir em IMAX 3D, assista. Sensacional."
Gravidade,Um visitante,4.5,"Uma experiência incrível, com uma visão mais plausível e espetacular do espaço. Enquanto os astronautas giram em torno da Terra, Gravidade gira em torno de Sandra Bullock e a luta pela sobrevivência de sua personagem. A atriz, vencedora do Oscar, mostra que está em ótima forma (física e profissionalmente, lembrando Sigourney Weaver no filme Alien, de 1979) conseguindo uma atuação muito satisfatória e digna de, ao menos, uma indicação para este ano. Não posso deixar de comentar que George Clooney e seus diálogos que contrastavam a tensão do filme, tiveram um impacto marginalmente negativo e descartável. Gravidade não deve ser considerado uma Obra-Prima de imediato, mas tem fortes chances de se tornar um filme ""Cult"" daqui uns 10 ou 15 anos. É apenas o começo de uma série de incríveis produções cinematográficas jamais vistas ou sentidas pelos seres humanos."
Gravidade,tiago M.,5.0,FILME SIMPLESMENTE PERFEITO. Merece Oscar ( Melhor Filme e Atriz: Sandra Bullock).
Gravidade,Douglas D.,3.5,"Filme bom. XD. vale a pena ver. A história é um tanto fantástica ( d+ pra meu gosto),  mas bons atores e efeitos visuais tornam um programa agradável. A luta pela sobrevivência e o lado emocional associado foi direto e com bom gosto."
Gravidade,Jhonathan C.,2.5,"Apesar da crítica abraçar o filme como um todo, não achei isso tudo que falam. O elenco se saiu bem, afinal, estamos falando de Sandra Bullock e George Clooney, magníficos atores. O filme começa bem e chega a empolgar, mas a partir dos 20 minutos, fica vago. Nada de especial e sem perspectivas. O que deu pra agradar foi simplesmente a paisagem do planeta Terra e do Universo. É bom lembrar que poderia ter detalhado mais no final, o que aconteceu a seguir. Gostei do filme, mas não é isso tudo que dizem."
Gravidade,Ana Paula S.,0.5,"A única coisa boa do filme, foi a atuação da Sandra B. Filme chato, uma hora e meia de puro tédio. Não recomendo..."
Como Treinar o seu Dragão 2,Um visitante,5.0,"Embora não tenha a mesma força de seu antecessor, que mudou os rumos do estúdio, que antes apesar de alguns longas divertidos não investia em bons personagens e Histórias com profundidade, este Como Treinar o seu Dragão 2 é extremante feliz em sua abordagem. Não se contentando em ser apenas uma refilmagem do original, ele traz personagens novos(a introdução a mãe de Soluço é particularmente cativante) e aborda temas maduros e inteligentes ao mesmo tempo em que não esquece das mensagens de amor, e especialmente tolerância que fizeram do primeiro uma verdadeira obra de arte da animação. Resgatando tudo oque deu tão certo no original e mostrando personalidade no trato de seus personagens(a mudança de tom em Soluço foi meio brusca, mas julgo necessária para o andamento da História, também não dava pra ser o nerd indie do primeiro filme pra sempre né gente...). A estética e visual do longa também conversa perfeitamente com o enredo, adotando um tom um tanto sombrio, mas hospitaleiro, e ainda é especialmente divertida a mistura de idade média(presente nas vestes e armaduras dos personagens) condensado com um enredo embalado por referências míticas da cultura nórdica. É tudo belo, cativante, envolvente. Como Treinar o seu Dragão 2 é tudo o que uma continuação deve ser. Uma das raras continuações nas franquias animadas recentes que faz jus a excelência do original."
Como Treinar o seu Dragão 2,Thalita Uba,4.0,"O filme, é claro, é lindo. Um verdadeiro desbunde visual. E tudo ficou mais intenso: as batalhas são mais ferozes, há mais personagens importantes, os desafios são mais difíceis, até os dragões são maiores. O roteiro, muito bem elaborado, não traz apenas uma historinha fofinha de um menino e seu dragão de estimação. Ele mostra o lado instintivo dos animais, as fraquezas dos humanos e tem até alguns momentos tão tristes que garanto que algumas pessoas derramarão algumas lágrimas no cinema. Em suma, a história, em si, é bastante interessante. Além disso, os efeitos sonoros e visuais criam um clima de expectativa e fascinação perfeito, que fazem a gente se sentir, de certa forma, parte daquilo tudo.É bom, muito bom. Melhor que o primeiro."
Como Treinar o seu Dragão 2,Camila O.,5.0,"Filme incrível ! Perfeita continuação. Eu como sou fã da série e do filme e do livros, me apaixonei por ele"
Como Treinar o seu Dragão 2,Bruno M.,5.0,"Fantástico é o que Como Treinar Seu Dragão 2  se torna.. A evolução dos personagens foi o que me chamou mais atenção, em comparação com seu primeiro filme, essa é a melhor sequência já feita pela dreamworks. Confesso que não sou muito de ver filmes de animações no cinema, é um gênero que não me atrai muito, porém a curiosidade foi maior e acabei indo ver essa  animação. Não me arrependi de ter feito essa escolha, foi uma das melhores animações que eu já vi na minha vida!! Quando vi a critica do Adoro Cinema, achei um exagero, porém depois de ter visto o filme acabei concordando com a critica... Enfim, o filme é emocionante, inteligente, ótimas cenas de batalhas de dragões, possui um visual deslumbrante, e um final épico de arrepiar. Vou até ir ver novamente porque vale o valor do ingresso!! Um filme excelente que eu recomendo, não somente as crianças, mas aos adultos principalmente!!"
Como Treinar o seu Dragão 2,Luiz Pablo M.,5.0,"Uma pequena caixa de bons exemplos, que ao mesmo tempo nos tira sorrisos e lágrimas. Realmente emocionante. Eu indico!"
Como Treinar o seu Dragão 2,Gabriel A.,5.0,"Gostei muito desse filme, com certeza e a melhor animação do ano."
Como Treinar o seu Dragão 2,Digho A.,5.0,"Como Treinar seu Dragão 2Simplesmente espetacular, o filme cresce a cada minuto, Banguela (o Dragão), e soluço emocionam muito neste filme que faz chorar do Pai aos Filhos, muitas emoções e reencontros e uma pitada de realidade que nem mesmo nos contos de fadas as coisas são tão felizes para sempre. Contudo por mais que seja uma animação agora os movimentos são quase que reais, detalhes que só mesmo o corpo humano consegue fazer como olhares e expressões incrivelmente perfeitas, fazem desse muito melhor que o primeiro episódio. Mas banguela, mais uma vez cai nas graças do público que se torna a peça fundamental para todo o filme. Realmente foi muito bom dou nota 10!!!"
Como Treinar o seu Dragão 2,Phelipe V.,4.0,"A primeira meia hora do filme é bem criativa e consegue introduzir todos os personagens principais de uma forma singela, muito bonita mesmo, como as cenas em que Soluço está tentando conseguir a confiança de Banguela, emocionais e até poéticas. Sempre com a ação indo de encontro ao que a gente espera, e assim fazendo o caminho oposto para conquistar a atenção do espectador. E conquista mesmo. Talvez por isso, na segunda parte do filme ele parece abdicar de todas essas especificas qualidades pra assumir diversos clichês, momentos piegas, cenas de ação aquém do que era esperado, dar destaque a personagens irritantes, como a ""protagonista"" feminina... É o normal em animações, mas essa aqui tava indo num caminho tão lindo, realmente não precisava desse clímax desajeitado. Dito isso, tal qual foi a minha surpresa quando, ao final, o filme volta a passar a perna nas expectativas e trazer algo que é realmente muito novo em animações, que é o ponto crucial de Soluço. De uma forma muito corajosa e comovente, o filme reforça sua mensagem de superação, e, ao mesmo tempo, me ganha de vez. Realmente, adorável."
Como Treinar o seu Dragão 2,Elizabete C.,5.0,Visual  perfeito e história  empolgante. Adorei o primeiro  mas este foi fantástico.
Como Treinar o seu Dragão 2,Éden C.,5.0,"Filme excelente. Melhor animação de todos os tempos. Se você ainda não assistiu, corra! Porque vale a pena assistir e está quase saindo de cartaz dos cinemas. Recomendo muito. Quer um spoiler? Pois lá vai um:
spoiler: 
O pai de Soluço (Stoico) morre, e Banguela (o dragão de Soluço) foi quem matou ele, pois foi hipnotizado pelo dragão rainha do mal."
Como Treinar o seu Dragão 2,Júnior S.,5.0,"Embora não tenha a mesma força de seu antecessor, que mudou os rumos do estúdio, que antes apesar de alguns longas divertidos não investia em bons personagens e Histórias com profundidade, este Como Treinar o seu Dragão 2 é extremante feliz em sua abordagem. Não se contentando em ser apenas uma refilmagem do original, ele traz personagens novos(a introdução a mãe de Soluço é particularmente cativante) e aborda temas maduros e inteligentes ao mesmo tempo em que não esquece das mensagens de amor, e especialmente tolerância que fizeram do primeiro uma verdadeira obra de arte da animação. Resgatando tudo oque deu tão certo no original e mostrando personalidade no trato de seus personagens(a mudança de tom em Soluço foi meio brusca, mas julgo necessária pro andamento da História, também não dava pra ser o nerd indie do primeiro filme pra sempre né gente...). A estética e visual do longa também conversam perfeitamente com o enredo, adotando um tom um tanto sombrio, mas hospitaleiro, ainda é especialmente divertido a mistura de idade média(presente nas vestes e armaduras dos personagens) condensado com um enredo embalado por referências míticas da cultura nórdica. É tudo belo, cativante, envolvente. Como Treinar o seu Dragão 2 é tudo oque uma continuação deve ser. Uma das poucas animações dos últimos tempos que tem real potencial para se tornar uma franquia INESQUECÍVEL. Excelente!"
Como Treinar o seu Dragão 2,Adriano Côrtes Santos,5.0,"""Emoção, animação impressionante e dilemas profundos.""Cinco anos após a paz entre dragões e vikings, Soluço e Banguela enfrentam novos desafios. Ao descobrir uma colônia de dragões e um segredo familiar, Soluço precisa lutar contra Drago Bludvist, um caçador de dragões. O filme explora seu crescimento, dilemas internos e a relação com Banguela.""Como Treinar o Seu Dragão 2"" aprofunda personagens e relações, com uma animação deslumbrante e trilha sonora envolvente. A luta entre empatia e violência traz reflexões poderosas. A adição de Valka e a evolução de Soluço são os grandes destaques., enquanto o vilão Drago oferece uma reflexão sobre poder e violência."
Como Treinar o seu Dragão 2,Daniel W.,3.0,uma bela seguencia do primeiro um vitoria  difícil um filme trás novos dragãoes
Como Treinar o seu Dragão 2,Tica F.,4.5,Muito amorzinho esse filme !! Assisti a estréia no cinema e não tinha uma criança na sala. Somente adultos hehehe
Como Treinar o seu Dragão 2,itamarmj,2.0,(16) Filmezinho chato pacas. Só se salvou mesmo foi a qualidade das imagens.
Como Treinar o seu Dragão 2,Baunilha M.,5.0,",E um ótimo filme para a família dar risada.cada vez mais adoro de assistir"
Como Treinar o seu Dragão 2,Luis R.,3.5,"Segundo filme consegue entreter de maneira divertida,mostrando questionamentos da adolescência para a vida adulta de um garoto disposto a melhorar o mundo,as cenas de ação estão boas e bem elaboradas."
Como Treinar o seu Dragão 2,Guillermo M.,3.0,Não soube conciliar o drama com a animação. FIcou previsível e sem um grande diferencial.
Como Treinar o seu Dragão 2,Jackson C.,5.0,"Isso sim que é uma animação . A DreamWorks anda cada vez nos suprendendo e deixando seus concorrentes para trás . Antes não dava tanto respeito a ela , mais desde o primeiro filme dessa trilogia ela ganhou meu respeito . Esse foi ótimo , uma lição de vida , um filme com medidas certas de diversão , romance , suspence ... Tem algumas cenas que poderiam ser melhores , mais o filme todo em si é espetacular , eu simplesmente não entendo  o porque alguns( a minoria ) fala que é ruim porque houve morte de um personagem do filme e que é muito forte para as crianças . Acho que isso é um argumento muito fraco , já que se visto hoje em dia as crianças não são mais tão inocentes e desde cedo elas tem que saber que nem tudo é perfeito e que podemos perder alguem querido a qualquer hora . O mundo não é um conto de fadas , com princesas e principes castelos e finais felizes . Dragões não existem , mais a maior parte do que é retratado nesse filme se passa tambem na vida real . Eu me pergunto porque esse filme não tem tanto reconhecimento quanto Frozen ? não ganhou o oscar ao inves de Big hero ? Se ve que hoje em dia as pessoas não dão mais tanto reconhecimento ao que é bom . Ainda que grande parte das pessoas gostem dessa trilogia , acho que ela merecia muito mais sucesso e mais reconhecimento . Amo animações e essa sim que dá orgulho de ver ..... Ta ai um filme que chuta a bunda de Frozen e cia . Como Treinar o Seu Dragão O melhor filme da DreamWorks, e uma das melhores animações já feitas . Esse eu boto na minha lista de preferidos com orgulho e nunca mais tiro ."
Como Treinar o seu Dragão 2,Sandro B,3.5,"Um bom filme. Tão bom quanto o primeiro. Nem mais, nem menos.  A mesma fantasia, a mesma aventura, que me agrada."
O Regresso,EdBergo,3.5,"O filme não precisava ser tão longo. A fotografia é espetacular e é uma boa história, mas fica cansativo em alguns momentos. Basicamente depende da atuação (formidável) de DiCaprio, o que já vale o ingresso. Tragam um Oscar para o homem!"
O Regresso,Jairo C.,5.0,"Um Filme mais que espetacular, vc fica preso desde o primeiro minuto até o final, com cenas impressionantes, fotografia maravilhosa, um filme envolvente e deslumbrante, uma verdadeira obra prima de Alejandro G. Iñárritu, que traz uma atuação perfeita e ESPETACULAR de Leonardo DiCaprio, pode ter certeza que esse ano o Oscar é dele!!"
O Regresso,Marcio A.,4.5,"Não se trata apenas de um filme tecnicamente perfeito, mas de uma película para ficar na memória como um clássico. Ainda que não seja o melhor filme de Alejandro González Iñárritu, visto que o seu ""Amores Brutos"" está entre os cinco melhores filmes de todos os tempos para o desgarr@do, me arrisco a dizer que é uma obra prima da história do cinema mundial. Não é um arrasa quarteirão e tampouco será um filme com envergadura popular, mas quem aprecia o cinema como arte, viscerabilidade e impacto, com certeza irá se esbaldar com este exemplar de como fazer cinema com competência, genialidade e simplicidade ao mesmo tempo. O enxuto roteiro de Arriaga, parceiro do Diretor mexicano vem se revelando um dos melhores e mais inventivos roteiristas. Sinceramente, acho que desta vez o Di Caprio vence este Oscar de melhor ator, diante de sua garra, paixão e as inúmeras dificuldades enfrentadas durante as filmagens e as condições. A cena do ataque do urso se revela como uma das candidatas a cenas antológicas da cronologia cinematográfica. Mas o filme não é só deste grande ator, é um filme de um grande diretor, de um grande roteirista e de uma equipe técnica primorosa, vide a quantidade de Oscars que o filme está indicado. É uma obra que aborda a luta pela sobrevivência, a perseverança e não exalta a ufania que os filmes americanos adoram evidenciar. É um filme para ver e apreciar o esmero com que foi feito e interpretado. Um filmaço. Seríssimo candidato a melhor filme."
O Regresso,Alex FreireRP,5.0,"A tempos não me sentia tão dentro de um filme como em ""O Regresso"". Imagens belíssimas o que garantirá o Oscar de fotografia e se Di Caprio não ganhar desta vez é melhor desistir da estatueta. A história é bem pesada, realista e bem diferente da realidade do mundo contemporâneo. Aprovadíssimo."
O Regresso,Guilherme M.,4.5,"Visualmente espetacular com uma fotografia magistral, além de contar com a direção ambiciosa de Iñárritu !! Mas o ponto central do filme é DiCaprio que se entrega de corpo e alma ao papel que pode-lhe trazer (finalmente) o seu primeiro oscar !"
O Regresso,Benedicto Ismael C. Dutra,2.5,"Belas Imagens. Floresta, água, céu, neve, chuva, bom desempenho. Mas é estranho nota superior a regular, pois ao término do filme não se observou empolgação da plateia que foi saindo de cabeça baixa com a arrastada trajetória de vingança. Seres humanos embrutecidos que invadiam as terras dos índios, sequestravam suas mulheres e ofereciam whisky para dominar. Seres humanos de moral duvidosa, astutos, decadentes. Hugh Glass tinha princípios mas ia atacar filhotes de urso quando a mãe deu o revide. John Fitzgerald, um ateu que semeou a própria ruína, colhendo o que semeou. Faltou inspiração nos 155 minutos que poderiam ser reduzidos a 90 pela ausência da objetividade apresentada na série Busca Implacável, ou mais remotamente em Desejo de Matar 1 e 2 com Charles Bronson. Enfim era 1822 e os europeus viam nas colônias a oportunidade de enricar sem assumir responsabilidade por seus atos."
O Regresso,AndréL0pes,4.5,"Leonardo Di Caprio e Tom Hardy estão ótimos, o filme tem uma fotografia bem bonita, o roteiro é bem simples mas o forte do filme são as atuações."
O Regresso,G.A. Oliver,2.0,"Mas que... Que merda de... De filme ruim, mano! Nossa! Chatoooo! Muito chato meeesmo. Dou meus créditos para os efeitos especiais, que foram muito bons. Mas o DoCaprio deu uma apelada pra ser indicado ao Oscar. O cara tem menos fala que o Charlie Chaplin! Mas, se você curte filmes imensos e sem graça, assista, não vai se arrepender."
O Regresso,Neto S.,4.5,"1822. Hugh Glass (Leonardo DiCaprio) parte para o oeste americano disposto a ganhar dinheiro calando. Atacado por um urso, fica seriamente ferido e é abandonado à própria sorte pelo parceiro John Fitzgerald (Tom Hardy), que ainda rouba seus pertences. Entretanto, mesmo com toda adversidade, Glass consegue sobreviver e inicia uma árdua jornada em busca de vingança.excelente filme, O Regresso team uma historia Muito boa, uma fotografia espetacular, um bom elenco, Leonardo DiCaprio faz uma excelente atuaçao, Tom Hardy esta otimo tambem, o filme excelentes momentos, vale Muito Apena, forte candidato ao melhor filme do ano. Nota 10"
O Regresso,Raquel M.,0.5,"Cenario ok. Atuaçao ok. Filme em si...deprimente. Se uma pessoa deprimida for ao cinema para tentar distrair sai de lá pior. Não gostei.Cansativo,interminável,histórias vagas,forte demais...tem uma cena que o sangue voa na lente da câmera e continua a se filmar assim, dando para perceber que era uma filmagem."
O Regresso,Antonio X,4.5,"O Filme é bom, ainda que em determinados momentos a beleza da longa  fotografia acaba poluindo um pouco o imaginário geográfico do público , já que os caminhos se confundem entre estar perto ou distante do abrigo e da segurança. No roteiro as falas são poucas o que faz o filme rico numa linguagem visual que pelas belas cenas e situações prospecta a comunicação que faz o cidadão pensar. Em um momento que a mídia televisiva fabrica sonhos manipulastes, o filme em poucas palavras transmite a sensação que todos erramos em alguns momentos. Já o sentido de lealdade  e fraternidade não se apaga; antagonista e protagonista dão conta do recado. A trilha misteriosa que parece em um primeiro momento escondida, é um show a parte, resgatando o papel do som como suporte indispensável à obra, mas sem a mesmice de  instrumentos contínuos e melodias  repetitivas. Para mim é um filme da Esperança apesar de ilustrar cenas de muita arrogância em um  Mundo ainda em descoberta, caótico e perigoso. Filme magistral no qual  a oralidade  mínima  da fala dos atores, nos faz  pensar que o silêncio é importante numa época de tanta poluição sonora e tecnológica, onde conversar é  sinônimo de discurso de meu, do eu do nosso, ou do imediatismo e distante ícone curtir das redes sociais. Vale a pena ir ao cinema."
O Regresso,Fabio M.,0.5,O filme é muito ruim e cansativo. Leonardo DiCaprio quase não fala. Existem histórias paralelas que não se fecham na conclusão do filme. Não percam seu  tempo e dinheiro.
O Regresso,Júlia O.,0.5,"O filme têm fotografias belíssimas, mas encerra-se aí. O roteiro é péssimo, com cenas tão inverossímeis que causam imenso desconforto ou uma certa angústia em continuar assistindo ao filme. A atuação de Leonardo DiCaprio é mediana. Concordo plenamente com crítica de André Barcinski, ao final, eu apenas torcia para que o filme terminasse logo."
O Regresso,Tatiana S.,2.0,"O cenário e produção do filme são realmente muito bons e a atuação de Leonardo DiCaprio excelente. Entretanto, o filme foi cansativo e o enredo deixou demais a desejar, já que em vários momentos o tornou entediante. A música  "" Casa"" de Lulu Santos poderia em português retratar de forma cômica o enredo do filme: Bem "" viajante"" para ser "" O Regresso"". Se o tivessem encurtado, talvez teria tido um impacto melhor após o filme."
O Regresso,Paulo R.,2.5,"assisti ao filme, e na minha opinião tirando as locações que são realmente lindas, parece que o filme foi feito todo em externa, as cenas de luta muito bem coreografadas e só. Leonardo di caprio concorre ao oscar? não sei porque, quase não atua, quase não tem texto, a maior parte do filme, e o filme é longo, muito longo, ele atua sozinho, mas dirão os entendidos, é isto que faz dele um merecedor do oscar, por atuar sozinho, etc.. Balela, quase sempre com o mesmo olhar, nas cenas emocionantes sempre o mesmo olhar, e olha que admiro a evolução dele como ator, mas neste filme não vi nada demais, e o filme tb não é tudo isto. Minha opinião, abraços."
O Regresso,Alexandre C.,4.5,"Filme excepcional, tem visuais belíssimos, uma história muito boa de vingança e superação, a direção é única, Di Caprio em mais uma boa atuação, o melhor do ano que foi lançado, sem dúvida."
O Regresso,Francisco Vinicius M.,0.5,"Filme longo, cansativo, história fraca e alguns erros de continuidade infantis. Bela fotografia e belas paisagens e só. E a atuação do Di Caprio longe de outros trabalhos. Mal fala, passa o filme gemendo. Perdi minha novela pra isso."
O Regresso,Jake D.,4.5,"O Regresso... mais um dos grandes concorrentes ao óscar 2016, que conta a história de Hugh Glass (Leonardo DiCaprio) indo ao oeste americano para ganhar dinheiro caçando, porém, ele é atacado por um urso e fica muito ferido, então ele é abandonado por seu parceiro John Fitzgerald (Tom Hardy), que também o rouba, então, Hugh sobrevive e parte em busca de uma vingança. No quesito atuações, todos estão muito bem, mas o principal destaque, é o Leonardo DiCaprio, se ele não ganhar o óscar, será a maior injustiça de todos os tempos. Alejandro González Iñárritu também faz um bom trabalho na direção, ele já provou que é competente em Birdman, e aqui, demonstra mais uma vez, mas ainda assim, não acho que deveria ganhar o óscar, o que Tom McCarthy fez no filme Spotlight, foi excepcional. O roteiro do filme é muito bem estruturado e bem escrito, tendo ótimos diálogos. A trilha sonora é muito boa e a fotografia também é belíssima, inclusive é outra categoria que eu acho que o filme deveria levar o óscar. O único mini probleminha do filme que as vezes sai fora do eixo, é a edição, que não é tão leve e precisa quanto deveria ser, mas nada que deixe de ser um ótimo filme. O regresso é um filme maravilhoso, e conta com a impecável atuação de Leonardo DiCaprio, que merece e deve levar o óscar com certeza. Recomendo!"
O Regresso,Osmar P.,0.5,O filme é muito ruim e cansativo. Leonardo DiCaprio quase não fala. Existem histórias paralelas que não se fecham na conclusão do filme. Não percam seu tempo e dinheiro.
O Regresso,Denise M,4.5,"Achei o filme bem tenso, mas gostei bastante. DiCaprio está impecável! Sua atuação é perfeita! Digna de Oscar."
O Artista,Um visitante,5.0,-Fantástico filme.Confesso que me vi na pele das pessoas que viam cinema naquela época.-Virei fão de Berenice Bejo depois de ter assistido ela nesse filme.O filme te leva pra uma série de emoções e alegria.A trilha sonora é nota dez.
O Artista,Lucas A.,2.0,"Realmente uma história maravilhosa.... mas o filme é cansativo , entediante e sem grandes emoções . Nem um pouco reciproco  as indicações pro Oscar com o filme."
O Artista,Miguel Neto,4.5,"Bela homenagem ao tempo do cinema mudo. Estamos acostumados a ver “Remakes”  onde o novo supera o antigo com novas tecnologias, novas cores e novos efeitos especiais. Aqui a proposta foi inversa, fazer um filme velho nos dias de hoje e o resultado é surpreendente.O filme em nada lembra os dias de hoje, a cenografia, os carros, o vestuário, tudo enfim parece acontecer na década de 30. A história é bastante singela, mas emociona a atuação dos atores nos contando uma história usando apenas caras e gestos.Atuação com destaque para a última dança, impecável. Legal encontrar o Fred Flintstone e o Xerife do Homem Aranha no elenco.Filme imperdível, ficará para a história."
O Artista,danicarreis,5.0,"Este filme é realmente uma obra prima!!!!! Lindo demais, de uma sensibilidade impressionante...AMEI!!!!!  Não foi à toa que levou 5 estatuetas no Oscar!!!"
O Artista,Ferris Bueller N.,3.0,Uma sensível homenagem aos primórdios do cinema. Atuação Excelente de Dujardin.
