nome_filme,autor_comentario,nota_comentario,conteudo_comentario,criticas_autor,seguidores_autor
Gravidade,Graça L.,2.0,"Achei o filme idiota, exceto pelos efeitos especiais a que já estamos até acostumados. O ""astro"" do filme está apenas como chamariz do caça níqueis e some de cara para não participar do grande vexame.  A Bullock para mostrar o corpaço aos 50, se é que é dela.O enredo, prá lá de fraco, já vi cience fiction dúzias de vezes melhor.Enfim, esse é um mercado como outro qualquer que tem que dar lucro.",1.0,5.0
Gravidade,Junior E.,2.0,"Quer assistir Gravidade, leve uma garrafa de Café que da certo! Filme com efeitos graficos sem igual, com suspense a mil em certos momento, mais altamente enfadonho!  (Y)",5.0,9.0
Gravidade,Pablo M.,2.0,Não consegui entender por que a critica deu tanto enfase para este filme. O roteiro é muito fraco e os acontecimentos são surreais demais. Os diálogos são longos e monótonos as poucas cenas de ação realmente surpreende e os efeitos especiais realmente são incríveis. Mas o filme em si por completo é fraco.,25.0,19.0
Gravidade,Diego B.,0.5,"Hoje fui assistir a esse filme no cinema (IMAX 3D), e posso afirma que foi a pior experiência que já tive na  minha vida. Nem a magnífica sala IMAX pode salvar esse filme. Resumo do filme (Não estou brincando): 2 atores (o filme inteiro só tem dois atores, isso mesmo 2, DOIS, iI, TWO atores, ""Um só atua até a metade""), um câmera bêbado (O filme inteiro a câmera só faz ficar rodando, e o povo ainda acha isso um ""máximo dos efeitos especiais"", agora se prepare pra ler a história inteira, pode demorar, mas vai lave a pena (pelo menos não vai gastar seu dinheiro com esse filme). Um acidente no espaço, uma mulher flutuando 90min. THE END (isso mesmo essa é a história, se você acha que eu estou mentindo paga pra ver e depois responde a minha crítica). Na minha opinião a única coisa que salvou nessa ida ao cinema foi o trailer do ""The Hobbit"".",1.0,1.0
Gravidade,Sidney  M.,4.0,"Gravidade têm muitas referências sobre a humanidade, origem da vida, nascimento, até de quando damos os nossos primeiros passos. Sem falar também que nos ensina sobre nosso dia a dia, nós vamos só dirigir e empurrando a vida com a barriga,  ou vamos agir, fazer o negócio acontecer. São essas impressões que tirei de Gravidade.  Agora para aqueles que procura muita ação, com muitos barulhos,  talvez se decepcione um pouco,pois é um filme mais humano, podemos ver isso nas muitas vezes onde o silêncio toma conta do momento. Destaque para a produção e efeitos visuais.",1082.0,29536.0
Gravidade,Nane C.,0.5,"Putz!!!! Oh massada esse filme hein! Não dar estímulo nenhum pra continuar assistindo, tenho certeza que estar indicado ao oscar por babação a atriz ai.",1.0,
Gravidade,Nelson S.,0.5,A unica gravidade a se considerar nesse filme e a quantidade de inconsistencias totalmente exageradas que aparecem durante toda a mais de uma hora que essa tortura demora.... assistam na tv quando passar de madrugada e estiverem com insonia!,1.0,3.0
Como Treinar o seu Dragão 2,Um visitante,5.0,"Embora não tenha a mesma força de seu antecessor, que mudou os rumos do estúdio, que antes apesar de alguns longas divertidos não investia em bons personagens e Histórias com profundidade, este Como Treinar o seu Dragão 2 é extremante feliz em sua abordagem. Não se contentando em ser apenas uma refilmagem do original, ele traz personagens novos(a introdução a mãe de Soluço é particularmente cativante) e aborda temas maduros e inteligentes ao mesmo tempo em que não esquece das mensagens de amor, e especialmente tolerância que fizeram do primeiro uma verdadeira obra de arte da animação. Resgatando tudo oque deu tão certo no original e mostrando personalidade no trato de seus personagens(a mudança de tom em Soluço foi meio brusca, mas julgo necessária para o andamento da História, também não dava pra ser o nerd indie do primeiro filme pra sempre né gente...). A estética e visual do longa também conversa perfeitamente com o enredo, adotando um tom um tanto sombrio, mas hospitaleiro, e ainda é especialmente divertida a mistura de idade média(presente nas vestes e armaduras dos personagens) condensado com um enredo embalado por referências míticas da cultura nórdica. É tudo belo, cativante, envolvente. Como Treinar o seu Dragão 2 é tudo o que uma continuação deve ser. Uma das raras continuações nas franquias animadas recentes que faz jus a excelência do original.",,
Como Treinar o seu Dragão 2,Thalita Uba,4.0,"O filme, é claro, é lindo. Um verdadeiro desbunde visual. E tudo ficou mais intenso: as batalhas são mais ferozes, há mais personagens importantes, os desafios são mais difíceis, até os dragões são maiores. O roteiro, muito bem elaborado, não traz apenas uma historinha fofinha de um menino e seu dragão de estimação. Ele mostra o lado instintivo dos animais, as fraquezas dos humanos e tem até alguns momentos tão tristes que garanto que algumas pessoas derramarão algumas lágrimas no cinema. Em suma, a história, em si, é bastante interessante. Além disso, os efeitos sonoros e visuais criam um clima de expectativa e fascinação perfeito, que fazem a gente se sentir, de certa forma, parte daquilo tudo.É bom, muito bom. Melhor que o primeiro.",52.0,66.0
Como Treinar o seu Dragão 2,Camila O.,5.0,"Filme incrível ! Perfeita continuação. Eu como sou fã da série e do filme e do livros, me apaixonei por ele",1.0,6.0
Como Treinar o seu Dragão 2,Bruno M.,5.0,"Fantástico é o que Como Treinar Seu Dragão 2  se torna.. A evolução dos personagens foi o que me chamou mais atenção, em comparação com seu primeiro filme, essa é a melhor sequência já feita pela dreamworks. Confesso que não sou muito de ver filmes de animações no cinema, é um gênero que não me atrai muito, porém a curiosidade foi maior e acabei indo ver essa  animação. Não me arrependi de ter feito essa escolha, foi uma das melhores animações que eu já vi na minha vida!! Quando vi a critica do Adoro Cinema, achei um exagero, porém depois de ter visto o filme acabei concordando com a critica... Enfim, o filme é emocionante, inteligente, ótimas cenas de batalhas de dragões, possui um visual deslumbrante, e um final épico de arrepiar. Vou até ir ver novamente porque vale o valor do ingresso!! Um filme excelente que eu recomendo, não somente as crianças, mas aos adultos principalmente!!",11.0,10.0
Como Treinar o seu Dragão 2,Luiz Pablo M.,5.0,"Uma pequena caixa de bons exemplos, que ao mesmo tempo nos tira sorrisos e lágrimas. Realmente emocionante. Eu indico!",1.0,6.0
Como Treinar o seu Dragão 2,Gabriel A.,5.0,"Gostei muito desse filme, com certeza e a melhor animação do ano.",1.0,2.0
Como Treinar o seu Dragão 2,Digho A.,5.0,"Como Treinar seu Dragão 2Simplesmente espetacular, o filme cresce a cada minuto, Banguela (o Dragão), e soluço emocionam muito neste filme que faz chorar do Pai aos Filhos, muitas emoções e reencontros e uma pitada de realidade que nem mesmo nos contos de fadas as coisas são tão felizes para sempre. Contudo por mais que seja uma animação agora os movimentos são quase que reais, detalhes que só mesmo o corpo humano consegue fazer como olhares e expressões incrivelmente perfeitas, fazem desse muito melhor que o primeiro episódio. Mas banguela, mais uma vez cai nas graças do público que se torna a peça fundamental para todo o filme. Realmente foi muito bom dou nota 10!!!",15.0,14.0
Como Treinar o seu Dragão 2,Phelipe V.,4.0,"A primeira meia hora do filme é bem criativa e consegue introduzir todos os personagens principais de uma forma singela, muito bonita mesmo, como as cenas em que Soluço está tentando conseguir a confiança de Banguela, emocionais e até poéticas. Sempre com a ação indo de encontro ao que a gente espera, e assim fazendo o caminho oposto para conquistar a atenção do espectador. E conquista mesmo. Talvez por isso, na segunda parte do filme ele parece abdicar de todas essas especificas qualidades pra assumir diversos clichês, momentos piegas, cenas de ação aquém do que era esperado, dar destaque a personagens irritantes, como a ""protagonista"" feminina... É o normal em animações, mas essa aqui tava indo num caminho tão lindo, realmente não precisava desse clímax desajeitado. Dito isso, tal qual foi a minha surpresa quando, ao final, o filme volta a passar a perna nas expectativas e trazer algo que é realmente muito novo em animações, que é o ponto crucial de Soluço. De uma forma muito corajosa e comovente, o filme reforça sua mensagem de superação, e, ao mesmo tempo, me ganha de vez. Realmente, adorável.",204.0,505.0
Como Treinar o seu Dragão 2,Elizabete C.,5.0,Visual  perfeito e história  empolgante. Adorei o primeiro  mas este foi fantástico.,1.0,2.0
Como Treinar o seu Dragão 2,Éden C.,5.0,"Filme excelente. Melhor animação de todos os tempos. Se você ainda não assistiu, corra! Porque vale a pena assistir e está quase saindo de cartaz dos cinemas. Recomendo muito. Quer um spoiler? Pois lá vai um:
spoiler: 
O pai de Soluço (Stoico) morre, e Banguela (o dragão de Soluço) foi quem matou ele, pois foi hipnotizado pelo dragão rainha do mal.",16.0,1.0
Como Treinar o seu Dragão 2,Júnior S.,5.0,"Embora não tenha a mesma força de seu antecessor, que mudou os rumos do estúdio, que antes apesar de alguns longas divertidos não investia em bons personagens e Histórias com profundidade, este Como Treinar o seu Dragão 2 é extremante feliz em sua abordagem. Não se contentando em ser apenas uma refilmagem do original, ele traz personagens novos(a introdução a mãe de Soluço é particularmente cativante) e aborda temas maduros e inteligentes ao mesmo tempo em que não esquece das mensagens de amor, e especialmente tolerância que fizeram do primeiro uma verdadeira obra de arte da animação. Resgatando tudo oque deu tão certo no original e mostrando personalidade no trato de seus personagens(a mudança de tom em Soluço foi meio brusca, mas julgo necessária pro andamento da História, também não dava pra ser o nerd indie do primeiro filme pra sempre né gente...). A estética e visual do longa também conversam perfeitamente com o enredo, adotando um tom um tanto sombrio, mas hospitaleiro, ainda é especialmente divertido a mistura de idade média(presente nas vestes e armaduras dos personagens) condensado com um enredo embalado por referências míticas da cultura nórdica. É tudo belo, cativante, envolvente. Como Treinar o seu Dragão 2 é tudo oque uma continuação deve ser. Uma das poucas animações dos últimos tempos que tem real potencial para se tornar uma franquia INESQUECÍVEL. Excelente!",269.0,1185.0
Como Treinar o seu Dragão 2,Adriano Côrtes Santos,5.0,"""Emoção, animação impressionante e dilemas profundos.""Cinco anos após a paz entre dragões e vikings, Soluço e Banguela enfrentam novos desafios. Ao descobrir uma colônia de dragões e um segredo familiar, Soluço precisa lutar contra Drago Bludvist, um caçador de dragões. O filme explora seu crescimento, dilemas internos e a relação com Banguela.""Como Treinar o Seu Dragão 2"" aprofunda personagens e relações, com uma animação deslumbrante e trilha sonora envolvente. A luta entre empatia e violência traz reflexões poderosas. A adição de Valka e a evolução de Soluço são os grandes destaques., enquanto o vilão Drago oferece uma reflexão sobre poder e violência.",1229.0,947.0
Como Treinar o seu Dragão 2,Daniel W.,3.0,uma bela seguencia do primeiro um vitoria  difícil um filme trás novos dragãoes,111.0,52.0
Como Treinar o seu Dragão 2,Tica F.,4.5,Muito amorzinho esse filme !! Assisti a estréia no cinema e não tinha uma criança na sala. Somente adultos hehehe,8.0,25.0
Como Treinar o seu Dragão 2,itamarmj,2.0,(16) Filmezinho chato pacas. Só se salvou mesmo foi a qualidade das imagens.,38.0,5.0
Como Treinar o seu Dragão 2,Baunilha M.,5.0,",E um ótimo filme para a família dar risada.cada vez mais adoro de assistir",24.0,11.0
Como Treinar o seu Dragão 2,Luis R.,3.5,"Segundo filme consegue entreter de maneira divertida,mostrando questionamentos da adolescência para a vida adulta de um garoto disposto a melhorar o mundo,as cenas de ação estão boas e bem elaboradas.",759.0,23868.0
Como Treinar o seu Dragão 2,Guillermo M.,3.0,Não soube conciliar o drama com a animação. FIcou previsível e sem um grande diferencial.,103.0,54.0
Como Treinar o seu Dragão 2,Jackson C.,5.0,"Isso sim que é uma animação . A DreamWorks anda cada vez nos suprendendo e deixando seus concorrentes para trás . Antes não dava tanto respeito a ela , mais desde o primeiro filme dessa trilogia ela ganhou meu respeito . Esse foi ótimo , uma lição de vida , um filme com medidas certas de diversão , romance , suspence ... Tem algumas cenas que poderiam ser melhores , mais o filme todo em si é espetacular , eu simplesmente não entendo  o porque alguns( a minoria ) fala que é ruim porque houve morte de um personagem do filme e que é muito forte para as crianças . Acho que isso é um argumento muito fraco , já que se visto hoje em dia as crianças não são mais tão inocentes e desde cedo elas tem que saber que nem tudo é perfeito e que podemos perder alguem querido a qualquer hora . O mundo não é um conto de fadas , com princesas e principes castelos e finais felizes . Dragões não existem , mais a maior parte do que é retratado nesse filme se passa tambem na vida real . Eu me pergunto porque esse filme não tem tanto reconhecimento quanto Frozen ? não ganhou o oscar ao inves de Big hero ? Se ve que hoje em dia as pessoas não dão mais tanto reconhecimento ao que é bom . Ainda que grande parte das pessoas gostem dessa trilogia , acho que ela merecia muito mais sucesso e mais reconhecimento . Amo animações e essa sim que dá orgulho de ver ..... Ta ai um filme que chuta a bunda de Frozen e cia . Como Treinar o Seu Dragão O melhor filme da DreamWorks, e uma das melhores animações já feitas . Esse eu boto na minha lista de preferidos com orgulho e nunca mais tiro .",2.0,
Como Treinar o seu Dragão 2,Sandro B,3.5,"Um bom filme. Tão bom quanto o primeiro. Nem mais, nem menos.  A mesma fantasia, a mesma aventura, que me agrada.",42.0,13.0
Como Treinar o seu Dragão 2,Alan David,5.0,"O primeiro foi acima da média, mas o segundo conseguiu se superar.",685.0,17092.0
Como Treinar o seu Dragão 2,Jean S.,5.0,"Um dos melhores filmes que eu já vi , o número 1 já era bom esse é muito mais imagina o 3...",4.0,3.0
Como Treinar o seu Dragão 2,Um visitante,5.0,"Embora não tenha a mesma força de seu antecessor, que mudou os rumos do estúdio, que antes apesar de alguns longas divertidos não investia em bons personagens e Histórias com profundidade, este Como Treinar o seu Dragão 2 é extremante feliz em sua abordagem. Não se contentando em ser apenas uma refilmagem do original, ele traz personagens novos(a introdução a mãe de Soluço é particularmente cativante) e aborda temas maduros e inteligentes ao mesmo tempo em que não esquece das mensagens de amor, e especialmente tolerância que fizeram do primeiro uma verdadeira obra de arte da animação. Resgatando tudo o que deu tão certo no original e mostrando personalidade no trato de seus personagens(a mudança de tom em Soluço foi meio brusca, mas julgo necessária para o andamento da História, também não dava pra ser o nerd indie do primeiro filme pra sempre né gente...). A estética e visual do longa também conversa perfeitamente com o enredo, adotando um tom um tanto sombrio, mas hospitaleiro, e ainda é especialmente divertida a mistura de idade média(presente nas vestes e armaduras dos personagens) condensado com um enredo embalado por referências míticas da cultura nórdica. É tudo belo, cativante, envolvente. Como Treinar o seu Dragão 2 é tudo o que uma continuação deve ser. Uma das raras continuações nas franquias animadas recentes que faz jus a excelência do original.",,
Como Treinar o seu Dragão 2,Andre B.,4.0,"Não precisa ter assistido o primeiro para entender o segundo filme. O enredo é conduzido de forma clara, explicando ao espectador a história de Soluço e cia.Engraçado na medida certa e emotivo também. Recomendo!",3.0,19.0
Como Treinar o seu Dragão 2,Vanessa K,2.0,"O filme é bom, a mensagem é muito bonita mas matar um dos personagens mais queridos, totalmente desnecessário, depois que morre o personagem perdi o interesse. Nem sempre precisa ser tão dramático, tudo bem às vezes um final feliz sem matar nenhum dos principais.",50.0,20.0
Como Treinar o seu Dragão 2,Jhonathan C.,4.5,"Uma das melhores animações já feitas. Pode-se dizer que Como Treinar o seu Dragão 2 chegou no patamar de animações como ""Toy Story"" e o ""Rei Leão"". Dessa vez, o mundo dos dragões começa a se expandir, e surge um novo inimigo: Drago Bludvist. Soluço, crescido assim como seus amigos, começa a se aventurar, acabando indo de encontro com sua mãe. Banguela como sempre passa a imagem de um dragão querido pelo público. Bela animação.",415.0,3306.0
Como Treinar o seu Dragão 2,Um visitante,3.5,"Parece realmente que o segundo capítulo,que traz Soluço e Banguela,no comando,é mesmo pra desvendar toda aquela história deixada pra trás em Como Treinar Seu Dragã emoções aqui são colocas na mesa,afetando todos,todos mesmos,sem exceção a uma história  tem mesmo muito mas a mostrar do que o início em 2011.",,
Como Treinar o seu Dragão 2,Ric Brandes,5.0,"Sequência do grande sucesso Como Treinar o seu Dragão, este segundo capítulo da trilogia volta ainda mais belo visualmente e poderoso em suas mensagens de paz e tolerância entre humanos e dragões. Mais um excelente trabalho da DreamWorks, com muita ação e aventura, ampliados em relação ao primeiro filme. Essa nova história acontece novamente no pacato vilarejo Viking de Berk. Com Soluço (agora adolescente) e seu fiel e simpático amigo Banguela partindo para novas aventuras trabalhadas de forma mágica no 3D. As cenas de voo impressionam, assim como os belos cenários e dragões de todas as formas, tipos e tamanhos. Há ainda uma questão latente no filme, trabalhada com maestria pela DreamWorks: Além das relações familiares, há o sentimento pela perda e morte, que marca forte a história de Soluço e Banguela.Com poderosos vilões, grandiosos dragões, cenários belíssimos e heróis lutando em batalhas ferozes, Como treinar o seu Dragão 2 marca mais um capítulo de sucesso na história das animações, agradando crianças, jovens e adultos com uma história cativante. E alça voo para o último filme da trilogia, muito aguardado pelos fãs. Por Ricardo Brandes / Escritor",102.0,121.0
Como Treinar o seu Dragão 2,Larissa W.,4.0,Animação bem feita e divertida! Um filme para todas as idades.,7.0,26.0
Como Treinar o seu Dragão 2,Carla C.,2.0,"Não gostei do filme, primeiro porque a mãe do soluço o abandonou e não voltou por que achava que seu marido não mudaria, tipo... nem tentou... mãe super desnaturada... E o pai de soluço não poderia ter morrido, seria muito mais bacana se ele tivesse ficado ferido e desse a entender que o banguela tentou não mata-lo....",1.0,1.0
Como Treinar o seu Dragão 2,Bianca P.,5.0,"Um filme cheio de personalidade, aventura, humor e emoçāo......Adorei e pretendo ver a continuaçāo, se houver......",7.0,4.0
Como Treinar o seu Dragão 2,Luã S.,5.0,"já tinha gostado do primeiro, adorei o segundo, pena que o pai dele morre.",22.0,4.0
Como Treinar o seu Dragão 2,Andrew Houtarou,5.0,"Como Treinar o Seu Dragão 2 é a sequência do já aclamado Como Treinar o Seu Dragão, e veio com o peso de tentar ser melhor que o primeiro, em todos os atributos.Como Treinar o Seu Dragão 2 se passa 5 anos após o primeiro filme, Soluço já está com 20 anos e a paz reina na ilha de Berk, bom, pelo menos por um tempo. Longe da ilha, Soluço acaba por descobrir que um domador de dragões está criando um exército de dragões, para dominar o mundo (sim, aquela coisa clichê).Roteiro: Tão bem construído como no primeiro filme, o roteiro de como Treinar o Seu Dragão 2 se torna grandioso a cada minuto passado, seja com cenas engraçadas até cenas emocionantes, ele toca muito bem e com jeito cada gênero, formando assim, uma incrível história.Trilha Sonora: Um ponto grandioso no filme, Como Treinar o Seu Dragão já impressionou com uma belíssima trilha sonora, levando até uma indicação na categoria, e nesse segundo filme, é ma mesma coisa. As belas cenas de voo juntadas com músicas bem feitas só aumentam a qualidade da trilha sonora do filme, composta pelo compositor e maestro John Powell, o mesmo do primeiro filme.Personagens: É indiscutível o carisma dos personagens de Como Treinar o Seu Dragão, e em animações, sempre tem um que se destaca, e nesse caso, é o dragão de Soluço, Banguela. O carisma de Banguela é muito ''fortificado'' ao longo do filme, juntamente com sua amizade com Soluço,que é muito bem retratada.Qualidade de animação: Como falar desse filme se não ressaltar a qualidade de imagem e cores de Como Treinar o Seu Dragão? É muito impressionante a evolução a animação nos requisitos gráficos do primeiro para o segundo.Resumindo: Como Treinar o Seu Dragão claramente fez a difícil tarefa de superar o primeiro, trazendo um ótimo roteiro, trilha sonora, personagens e qualidade de animação, todos impecáveis! Esse filme não merece menos que a nota máxima! 5 estrelas!",10.0,37.0
Como Treinar o seu Dragão 2,Alexia F.,5.0,"Alexia Dayanni Silva Fernandes.Eu treinaria meu dragão da melhor forma possível, primeiro eu o conquistaria, para q ele gostasse de mim da mesma forma q eu iria gostar dele, segundo nós iriamos entender um ao outro, para nn haver problemas entre o nosso entendimento e terceiro iniciariamos os nossos treinos, SEMPRE iria ser assim: eu ensinaria a ele e iria estar aprendendo no mesmo tempo. NUNCA IRIA MALTRATÁ-LO. AMOR ACIMA DE TUDO!!!",1.0,30.0
Como Treinar o seu Dragão 2,Leomagno S.,3.5,"Filme bastante interessante pelos recursos visuais,  porém uma história a meu ver previsível.  Gostei mais do primeiro.",15.0,2.0
Como Treinar o seu Dragão 2,Bia F.,0.5,"fã do primeiro filme, mas não gostei do segundo... na realidade se tiver o terceiro eu não iria ao cinema. Principais motivos: a morte do pai do soluço, ele abordou a morte de uma maneira pesada, e o sentido ficou confuso... primeiro o soluço tinha um motivo muito nobre, que em um filme que é destinado as crianças é um tema bem legal, mas tudo bem, no meio do filme se não me engano a mãe dele diz mais ou menos assim "" existem pessoas nas quais não adianta tentar mudar"" que dá o exemplo que existem pessoas que são más e que não vão mudar, vão morrer ruim... tá ok, ainda aceitável , apesar do primeiro tema ser mais bonito, daí eles chegam ao momento que o vilão da história aparece e apesar do soluço tentar convencer lo ele continua causando o mal... daí ele (o vilão) já havia provado a todos que ele era um homem muito ruim, porém para enfatizar ainda mais a maldade, além do dragao dele matar facilmente o animal do bem, ele mata desnecessariamente o pai do soluço, e o que eu acho que depois dessa parte tão pesada, o filme não conseguiu me passar uma mensagem do tipo ciclo da vida ou algo importante, na verdade a morte dele não passou nenhuma mensagem forte o suficiente para justifica-la, e no final do filme o vilão apesar de óbviamente perder a batalha, ele foge com o dragão dele e o sentimento de punição eu senti que foi insuficiente, o fim do filme termina com todo mundo bem, e feliz, mas eu não senti a empatia pelo momento, pois eu ainda estava presa ao fato do pai dele está morto e sentindo uma certa impunidade do tipo "" ok, ele não conseguiu o que queria mas também não perdeu grandes coisas, ele vai sair por aí em outros lugares aprisionando mais dragões e depois vai voltar para um terceiro filme"".A segunda parte que eu não gostei foram as reações dos dragões, o filme da série como treinar o seu dragão 2 teria um significado para a vida real muito bom, do tipo que o animal só reflete o que o dono cria, do tipo o banguela é um animal treinado por um menino bom, então é um animal super dócil, e que não causaria o mal para os seres humanos, já o dragão do vilão ele segue um treinador mau, logo ele faz maldades, isso é um fato que acontece na vida real com cães , então o significado seria bem legal, mas o filme não foi para essa vertente, e o comportamento animal neste caso ficou bastante equivocado, do tipo que na verdade era para ser o soluço o alfa do banguela, se o banguela acredita que o soluço fosse o alfa, a batalha real deveria ser o soluço vs o dragão do vilão, e por fim o soluço mostraria que ele poderia ser o alfa melhor que o vilão domesticando o dragão do vilão transformando-o em um dragão do bem, a derrota deixaria o vilão sem o dragão alfa dele, e todos os dragões ficariam seguros no santuário dos dragões. O dragão antes que era alfa não precisava morrer e sim ficar ferido e submisso ao dragão do mal, e o pai do soluço não precisava morrer, na verdade a mãe do soluço iria querer ficar no final no santuário dos dragões e o pai diria que estava cansado de ser o líder, que ele iria ficar na ilha com a mãe dele e ele já estava pronto para ser o novo líder da aldeia, e o filme terminaria muito mais tranquilo e feliz, com um significado muito mais bonito em nossos corações",1.0,
Como Treinar o seu Dragão 2,Gisele F.,2.0,"Não gostei da moral do filme, tudo que ensinou no primeiro deixou de lado no segundo, onde ganha o mais forte.. Meu filho até dormiu no meio do filme...",2.0,6.0
Como Treinar o seu Dragão 2,Júlia S.,5.0,"Acredito que boa parte dos fãs de cinema adquire certo receio quando o assunto é a sequência de um filme que os encantou. É bem verdade que muitas vezes um filme sensacional não consegue êxito com sua continuação, ou até consegue, mas o interesse já não é o mesmo do antecessor e consequentemente o encanto se acaba. Por sorte, existem as exceções. How To Train Your Dragon 2 (Como Treinar Seu Dragão 2) pode provar ao público que o próximo filme pode SIM manter (superar) o entusiasmo dos espectadores pelo primeiro filme de uma  os leigos, o título citado conta a história de um jovem viking que, após encontrar um dragão, trava uma batalha pessoal entre a forma de seu povo ver a espécie e sua própria forma de enxergar o animal, em verdade, seu melhor amigo. Tratando do segundo filme, a ideia de superação e mudança permanece viva na trama; A maneira de abordar a deficiência adquirida por ambos é ainda mais interessante,existe certa dependência por parte do dragão que ao mesmo tempo se encontra mais livre que nunca por causa, justamente, da dependência inicial do novo amigo. Ao longo da estória a sensação é de que o público se tornou íntimo da vida retratada, mesmo sendo uma animação com pontos impossíveis no mundo real, posso afirmar que por alguns instantes foi possível identificar-me com o filme apresentado de forma muito mais humana e efetiva que em muitos títulos de drama ou romance, por exemplo.Deixando de lado o conteúdo, a parte visual do filme é maravilhosa, não só em qualidade, mas principalmente na riqueza com que os detalhes são apresentados, nas expressões dos personagens e, particularmente, nos diferentes dragões que aparecem nessa sequência (milhares). Em contrapartida, a trilha sonora deixa a desejar, tanto é que nem sequer me lembro de uma música apresentada durante a exibição do longa, o que deixa um sentimento de frustração, posto que os filmes do gênero costumam marcar pessoas e até épocas por suas músicas tema.Com toda certeza, How To Train Your Dragon 2, superou todas as expectativas (boas ou ruins) possíveis. Uma continuação coerente e explicativa, sem que se tornasse massante ou fugisse do que foi apresentado no primeiro filme, com direito a olhos embaçados em boa parte das cenas.Em poucas palavras, um filme que mostra a apresentação de dois lados de uma situação sem que o vilão seja apenas o réu ou a vítima, todos os personagens somam erros e acertos. Posso afirmar que, pasmem, é muito mais humano que muitos filmes tradicionais que já assisti.",3.0,12.0
Como Treinar o seu Dragão 2,Rômulo L,4.0,Gostei da fotografia da animação belíssima. Modificaram completamente a trama adicionando drama familiar e o destaque maior ficou para Soluço domador de dragão.,261.0,244.0
Como Treinar o seu Dragão 2,João Pedro N.,4.5,"Ótima continuação do filme de 2010,tirando o fato do Stoico ter morrido.",18.0,6.0
O Regresso,EdBergo,3.5,"O filme não precisava ser tão longo. A fotografia é espetacular e é uma boa história, mas fica cansativo em alguns momentos. Basicamente depende da atuação (formidável) de DiCaprio, o que já vale o ingresso. Tragam um Oscar para o homem!",10.0,8.0
O Regresso,Jairo C.,5.0,"Um Filme mais que espetacular, vc fica preso desde o primeiro minuto até o final, com cenas impressionantes, fotografia maravilhosa, um filme envolvente e deslumbrante, uma verdadeira obra prima de Alejandro G. Iñárritu, que traz uma atuação perfeita e ESPETACULAR de Leonardo DiCaprio, pode ter certeza que esse ano o Oscar é dele!!",3.0,1.0
O Regresso,Marcio A.,4.5,"Não se trata apenas de um filme tecnicamente perfeito, mas de uma película para ficar na memória como um clássico. Ainda que não seja o melhor filme de Alejandro González Iñárritu, visto que o seu ""Amores Brutos"" está entre os cinco melhores filmes de todos os tempos para o desgarr@do, me arrisco a dizer que é uma obra prima da história do cinema mundial. Não é um arrasa quarteirão e tampouco será um filme com envergadura popular, mas quem aprecia o cinema como arte, viscerabilidade e impacto, com certeza irá se esbaldar com este exemplar de como fazer cinema com competência, genialidade e simplicidade ao mesmo tempo. O enxuto roteiro de Arriaga, parceiro do Diretor mexicano vem se revelando um dos melhores e mais inventivos roteiristas. Sinceramente, acho que desta vez o Di Caprio vence este Oscar de melhor ator, diante de sua garra, paixão e as inúmeras dificuldades enfrentadas durante as filmagens e as condições. A cena do ataque do urso se revela como uma das candidatas a cenas antológicas da cronologia cinematográfica. Mas o filme não é só deste grande ator, é um filme de um grande diretor, de um grande roteirista e de uma equipe técnica primorosa, vide a quantidade de Oscars que o filme está indicado. É uma obra que aborda a luta pela sobrevivência, a perseverança e não exalta a ufania que os filmes americanos adoram evidenciar. É um filme para ver e apreciar o esmero com que foi feito e interpretado. Um filmaço. Seríssimo candidato a melhor filme.",134.0,163.0
O Regresso,Alex FreireRP,5.0,"A tempos não me sentia tão dentro de um filme como em ""O Regresso"". Imagens belíssimas o que garantirá o Oscar de fotografia e se Di Caprio não ganhar desta vez é melhor desistir da estatueta. A história é bem pesada, realista e bem diferente da realidade do mundo contemporâneo. Aprovadíssimo.",42.0,9.0
O Regresso,Guilherme M.,4.5,"Visualmente espetacular com uma fotografia magistral, além de contar com a direção ambiciosa de Iñárritu !! Mas o ponto central do filme é DiCaprio que se entrega de corpo e alma ao papel que pode-lhe trazer (finalmente) o seu primeiro oscar !",163.0,194.0
O Regresso,Benedicto Ismael C. Dutra,2.5,"Belas Imagens. Floresta, água, céu, neve, chuva, bom desempenho. Mas é estranho nota superior a regular, pois ao término do filme não se observou empolgação da plateia que foi saindo de cabeça baixa com a arrastada trajetória de vingança. Seres humanos embrutecidos que invadiam as terras dos índios, sequestravam suas mulheres e ofereciam whisky para dominar. Seres humanos de moral duvidosa, astutos, decadentes. Hugh Glass tinha princípios mas ia atacar filhotes de urso quando a mãe deu o revide. John Fitzgerald, um ateu que semeou a própria ruína, colhendo o que semeou. Faltou inspiração nos 155 minutos que poderiam ser reduzidos a 90 pela ausência da objetividade apresentada na série Busca Implacável, ou mais remotamente em Desejo de Matar 1 e 2 com Charles Bronson. Enfim era 1822 e os europeus viam nas colônias a oportunidade de enricar sem assumir responsabilidade por seus atos.",145.0,90.0
O Regresso,AndréL0pes,4.5,"Leonardo Di Caprio e Tom Hardy estão ótimos, o filme tem uma fotografia bem bonita, o roteiro é bem simples mas o forte do filme são as atuações.",104.0,41.0
